,Algorithm,Dataset,Number of Clusters,Eps,Min_Sample,Silhouette,Execution Time
321,DBScan,Trip Advisor,10,3.200000000000001,26,,0.1229153000167571
223,DBScan,Trip Advisor,10,2.8000000000000007,28,,0.12328990001697093
330,DBScan,Trip Advisor,10,3.300000000000001,10,,0.1233603999717161
390,DBScan,Trip Advisor,10,3.5000000000000013,20,,0.12337869999464601
206,DBScan,Trip Advisor,10,2.8000000000000007,11,,0.1234427000163123
393,DBScan,Trip Advisor,10,3.5000000000000013,23,,0.12361319997580722
75,DBScan,Trip Advisor,10,2.3000000000000003,5,,0.12397150002652779
63,DBScan,Trip Advisor,10,2.2,18,,0.12399210000876337
319,DBScan,Trip Advisor,10,3.200000000000001,24,,0.12402669998118654
490,DBScan,Trip Advisor,10,3.9000000000000017,20,,0.12409110000589862
302,DBScan,Trip Advisor,10,3.200000000000001,7,,0.12414720002561808
350,DBScan,Trip Advisor,10,3.4000000000000012,5,,0.1241679999511689
405,DBScan,Trip Advisor,10,3.6000000000000014,10,,0.12420889997156337
544,DBScan,Trip Advisor,10,4.100000000000001,24,,0.12433669995516539
399,DBScan,Trip Advisor,10,3.5000000000000013,29,,0.12442639999790117
219,DBScan,Trip Advisor,10,2.8000000000000007,24,,0.12448820000281557
165,DBScan,Trip Advisor,10,2.6000000000000005,20,,0.12459950003540143
481,DBScan,Trip Advisor,10,3.9000000000000017,11,,0.12484399997629225
227,DBScan,Trip Advisor,10,2.900000000000001,7,,0.1250430999789387
187,DBScan,Trip Advisor,10,2.7000000000000006,17,,0.12544779997551814
251,DBScan,Trip Advisor,10,3.000000000000001,6,,0.12568300002021715
289,DBScan,Trip Advisor,10,3.100000000000001,19,,0.12576690001878887
389,DBScan,Trip Advisor,10,3.5000000000000013,19,,0.12586189998546615
242,DBScan,Trip Advisor,10,2.900000000000001,22,,0.12604139995528385
221,DBScan,Trip Advisor,10,2.8000000000000007,26,,0.12605799996526912
64,DBScan,Trip Advisor,10,2.2,19,,0.12608629994792864
322,DBScan,Trip Advisor,10,3.200000000000001,27,,0.1260933000012301
306,DBScan,Trip Advisor,10,3.200000000000001,11,,0.12619570002425462
230,DBScan,Trip Advisor,10,2.900000000000001,10,,0.12646960001438856
246,DBScan,Trip Advisor,10,2.900000000000001,26,,0.12652960000559688
498,DBScan,Trip Advisor,10,3.9000000000000017,28,,0.12661279999883845
84,DBScan,Trip Advisor,10,2.3000000000000003,14,,0.12661899998784065
272,DBScan,Trip Advisor,10,3.000000000000001,27,,0.12677450000774115
131,DBScan,Trip Advisor,10,2.5000000000000004,11,,0.12679189996561036
288,DBScan,Trip Advisor,10,3.100000000000001,18,,0.127062100043986
102,DBScan,Trip Advisor,10,2.4000000000000004,7,,0.12712399999145418
171,DBScan,Trip Advisor,10,2.6000000000000005,26,,0.1273630000068806
96,DBScan,Trip Advisor,10,2.3000000000000003,26,,0.12757990002864972
263,DBScan,Trip Advisor,10,3.000000000000001,18,,0.12760280002839863
487,DBScan,Trip Advisor,10,3.9000000000000017,17,,0.12773249996826053
293,DBScan,Trip Advisor,10,3.100000000000001,23,,0.1277500000433065
388,DBScan,Trip Advisor,10,3.5000000000000013,18,,0.1278260000399314
239,DBScan,Trip Advisor,10,2.900000000000001,19,,0.127911799994763
143,DBScan,Trip Advisor,10,2.5000000000000004,23,,0.12796880002133548
491,DBScan,Trip Advisor,10,3.9000000000000017,21,,0.12833519995911047
247,DBScan,Trip Advisor,10,2.900000000000001,27,,0.12849670002469793
161,DBScan,Trip Advisor,10,2.6000000000000005,16,,0.12850220000836998
464,DBScan,Trip Advisor,10,3.8000000000000016,19,,0.1285129000316374
431,DBScan,Trip Advisor,10,3.7000000000000015,11,,0.12858989997766912
276,DBScan,Trip Advisor,10,3.100000000000001,6,,0.1286841999972239
198,DBScan,Trip Advisor,10,2.7000000000000006,28,,0.12879470002371818
237,DBScan,Trip Advisor,10,2.900000000000001,17,,0.12902920000487939
497,DBScan,Trip Advisor,10,3.9000000000000017,27,,0.1291380999609828
347,DBScan,Trip Advisor,10,3.300000000000001,27,,0.12922930001514032
35,DBScan,Trip Advisor,10,2.1,15,,0.12927099998341873
384,DBScan,Trip Advisor,10,3.5000000000000013,14,,0.12928190000820905
360,DBScan,Trip Advisor,10,3.4000000000000012,15,,0.12955650000367314
144,DBScan,Trip Advisor,10,2.5000000000000004,24,,0.12960109999403358
346,DBScan,Trip Advisor,10,3.300000000000001,26,,0.12968729995191097
310,DBScan,Trip Advisor,10,3.200000000000001,15,,0.13005570002133027
299,DBScan,Trip Advisor,10,3.100000000000001,29,,0.13009260001126677
188,DBScan,Trip Advisor,10,2.7000000000000006,18,,0.13024199998471886
147,DBScan,Trip Advisor,10,2.5000000000000004,27,,0.1302821999997832
180,DBScan,Trip Advisor,10,2.7000000000000006,10,,0.13039770000614226
234,DBScan,Trip Advisor,10,2.900000000000001,14,,0.13074540003435686
190,DBScan,Trip Advisor,10,2.7000000000000006,20,,0.13095600000815466
135,DBScan,Trip Advisor,10,2.5000000000000004,15,,0.13103059999411926
200,DBScan,Trip Advisor,10,2.8000000000000007,5,,0.13124279998010024
232,DBScan,Trip Advisor,10,2.900000000000001,12,,0.13136040000244975
59,DBScan,Trip Advisor,10,2.2,14,,0.1313722000340931
213,DBScan,Trip Advisor,10,2.8000000000000007,18,,0.13163059996441007
136,DBScan,Trip Advisor,10,2.5000000000000004,16,,0.13185950001934543
406,DBScan,Trip Advisor,10,3.6000000000000014,11,,0.13186389999464154
260,DBScan,Trip Advisor,10,3.000000000000001,15,,0.13192409998737276
191,DBScan,Trip Advisor,10,2.7000000000000006,21,,0.13199580000946298
318,DBScan,Trip Advisor,10,3.200000000000001,23,,0.13199849997181445
100,DBScan,Trip Advisor,10,2.4000000000000004,5,,0.1321798000135459
886,DBScan,Trip Advisor,10,5.5000000000000036,16,,0.13224640005500987
53,DBScan,Trip Advisor,10,2.2,8,,0.13233920000493526
338,DBScan,Trip Advisor,10,3.300000000000001,18,,0.1323648000252433
193,DBScan,Trip Advisor,10,2.7000000000000006,23,,0.13237569999182597
226,DBScan,Trip Advisor,10,2.900000000000001,6,,0.13240010000299662
158,DBScan,Trip Advisor,10,2.6000000000000005,13,,0.1324527999968268
301,DBScan,Trip Advisor,10,3.200000000000001,6,,0.13271889998577535
133,DBScan,Trip Advisor,10,2.5000000000000004,13,,0.1328537999652326
987,DBScan,Trip Advisor,10,5.900000000000004,17,,0.13289660000009462
300,DBScan,Trip Advisor,10,3.200000000000001,5,,0.1329787999857217
261,DBScan,Trip Advisor,10,3.000000000000001,16,,0.1329899999545887
291,DBScan,Trip Advisor,10,3.100000000000001,21,,0.1330053999554366
182,DBScan,Trip Advisor,10,2.7000000000000006,12,,0.13310289999935776
402,DBScan,Trip Advisor,10,3.6000000000000014,7,,0.13318050000816584
274,DBScan,Trip Advisor,10,3.000000000000001,29,,0.13335580000421032
342,DBScan,Trip Advisor,10,3.300000000000001,22,,0.13345709996065125
162,DBScan,Trip Advisor,10,2.6000000000000005,17,,0.1336066999938339
258,DBScan,Trip Advisor,10,3.000000000000001,13,,0.13362769997911528
452,DBScan,Trip Advisor,10,3.8000000000000016,7,,0.1336314000072889
305,DBScan,Trip Advisor,10,3.200000000000001,10,,0.1340242000296712
509,DBScan,Trip Advisor,10,4.000000000000002,14,,0.13433049997547641
236,DBScan,Trip Advisor,10,2.900000000000001,16,,0.13464709999971092
134,DBScan,Trip Advisor,10,2.5000000000000004,14,,0.13473099999828264
928,DBScan,Trip Advisor,10,5.700000000000003,8,,0.13514470000518486
137,DBScan,Trip Advisor,10,2.5000000000000004,17,,0.13533239997923374
174,DBScan,Trip Advisor,10,2.6000000000000005,29,,0.1355184999993071
244,DBScan,Trip Advisor,10,2.900000000000001,24,,0.13552609999896958
359,DBScan,Trip Advisor,10,3.4000000000000012,14,,0.13566799997352064
168,DBScan,Trip Advisor,10,2.6000000000000005,23,,0.13582490000408143
516,DBScan,Trip Advisor,10,4.000000000000002,21,,0.13605310005368665
185,DBScan,Trip Advisor,10,2.7000000000000006,15,,0.1362173999659717
249,DBScan,Trip Advisor,10,2.900000000000001,29,,0.13630899996496737
253,DBScan,Trip Advisor,10,3.000000000000001,8,,0.13631470000836998
129,DBScan,Trip Advisor,10,2.5000000000000004,9,,0.1371134999790229
482,DBScan,Trip Advisor,10,3.9000000000000017,12,,0.13731389999156818
116,DBScan,Trip Advisor,10,2.4000000000000004,21,,0.13731520000146702
344,DBScan,Trip Advisor,10,3.300000000000001,24,,0.13735039997845888
7,DBScan,Trip Advisor,10,2.0,12,,0.1375594000564888
186,DBScan,Trip Advisor,10,2.7000000000000006,16,,0.1376157000195235
275,DBScan,Trip Advisor,10,3.100000000000001,5,,0.13787540001794696
9,DBScan,Trip Advisor,10,2.0,14,,0.1378932999796234
484,DBScan,Trip Advisor,10,3.9000000000000017,14,,0.13797330000670627
478,DBScan,Trip Advisor,10,3.9000000000000017,8,,0.1380450000287965
386,DBScan,Trip Advisor,10,3.5000000000000013,16,,0.1382442000322044
307,DBScan,Trip Advisor,10,3.200000000000001,12,,0.13849460001802072
156,DBScan,Trip Advisor,10,2.6000000000000005,11,,0.13861169997835532
486,DBScan,Trip Advisor,10,3.9000000000000017,16,,0.13879190001171082
515,DBScan,Trip Advisor,10,4.000000000000002,20,,0.13880269997753203
56,DBScan,Trip Advisor,10,2.2,11,,0.1389433000003919
279,DBScan,Trip Advisor,10,3.100000000000001,9,,0.13894709997111931
430,DBScan,Trip Advisor,10,3.7000000000000015,10,,0.1389598999521695
228,DBScan,Trip Advisor,10,2.900000000000001,8,,0.13901679997798055
6,DBScan,Trip Advisor,10,2.0,11,,0.1392228999757208
295,DBScan,Trip Advisor,10,3.100000000000001,25,,0.13926899997750297
271,DBScan,Trip Advisor,10,3.000000000000001,26,,0.13936230004765093
231,DBScan,Trip Advisor,10,2.900000000000001,11,,0.1394844999886118
163,DBScan,Trip Advisor,10,2.6000000000000005,18,,0.13953639997635037
273,DBScan,Trip Advisor,10,3.000000000000001,28,,0.13954150001518428
214,DBScan,Trip Advisor,10,2.8000000000000007,19,,0.13976669998373836
115,DBScan,Trip Advisor,10,2.4000000000000004,20,,0.13991700002225116
248,DBScan,Trip Advisor,10,2.900000000000001,28,,0.13995779998367652
159,DBScan,Trip Advisor,10,2.6000000000000005,14,,0.13999489997513592
76,DBScan,Trip Advisor,10,2.3000000000000003,6,,0.1401225000154227
270,DBScan,Trip Advisor,10,3.000000000000001,25,,0.1401588000007905
211,DBScan,Trip Advisor,10,2.8000000000000007,16,,0.14060199999948964
192,DBScan,Trip Advisor,10,2.7000000000000006,22,,0.1409540000022389
216,DBScan,Trip Advisor,10,2.8000000000000007,21,,0.14099799998803064
79,DBScan,Trip Advisor,10,2.3000000000000003,9,,0.14159179996931925
170,DBScan,Trip Advisor,10,2.6000000000000005,25,,0.14175589999649674
138,DBScan,Trip Advisor,10,2.5000000000000004,18,,0.14212999999290332
294,DBScan,Trip Advisor,10,3.100000000000001,24,,0.14216670003952459
130,DBScan,Trip Advisor,10,2.5000000000000004,10,,0.14256990002468228
323,DBScan,Trip Advisor,10,3.200000000000001,28,,0.1428841999731958
118,DBScan,Trip Advisor,10,2.4000000000000004,23,,0.1429952000034973
269,DBScan,Trip Advisor,10,3.000000000000001,24,,0.14301250001881272
89,DBScan,Trip Advisor,10,2.3000000000000003,19,,0.14321030001156032
210,DBScan,Trip Advisor,10,2.8000000000000007,15,,0.14341550000244752
252,DBScan,Trip Advisor,10,3.000000000000001,7,,0.1434370999922976
80,DBScan,Trip Advisor,10,2.3000000000000003,10,,0.14350730000296608
233,DBScan,Trip Advisor,10,2.900000000000001,13,,0.14366360002895817
492,DBScan,Trip Advisor,10,3.9000000000000017,22,,0.1437718000379391
304,DBScan,Trip Advisor,10,3.200000000000001,9,,0.1442075000377372
169,DBScan,Trip Advisor,10,2.6000000000000005,24,,0.14466249995166436
217,DBScan,Trip Advisor,10,2.8000000000000007,22,,0.1447335000266321
142,DBScan,Trip Advisor,10,2.5000000000000004,22,,0.14475380000658333
8,DBScan,Trip Advisor,10,2.0,13,,0.14481600001454353
429,DBScan,Trip Advisor,10,3.7000000000000015,9,,0.1455646000104025
145,DBScan,Trip Advisor,10,2.5000000000000004,25,,0.14589450001949444
368,DBScan,Trip Advisor,10,3.4000000000000012,23,,0.14625640003941953
199,DBScan,Trip Advisor,10,2.7000000000000006,29,,0.1463336999877356
428,DBScan,Trip Advisor,10,3.7000000000000015,8,,0.14636169996811077
320,DBScan,Trip Advisor,10,3.200000000000001,25,,0.14639200002420694
149,DBScan,Trip Advisor,10,2.5000000000000004,29,,0.14639830001397058
51,DBScan,Trip Advisor,10,2.2,6,,0.14666070003295317
179,DBScan,Trip Advisor,10,2.7000000000000006,9,,0.14725850004469976
277,DBScan,Trip Advisor,10,3.100000000000001,7,,0.14764589996775612
215,DBScan,Trip Advisor,10,2.8000000000000007,20,,0.147922899981495
10,DBScan,Trip Advisor,10,2.0,15,,0.14801770000485703
280,DBScan,Trip Advisor,10,3.100000000000001,10,,0.1482389000011608
117,DBScan,Trip Advisor,10,2.4000000000000004,22,,0.14863179996609688
266,DBScan,Trip Advisor,10,3.000000000000001,21,,0.14868689997820184
148,DBScan,Trip Advisor,10,2.5000000000000004,28,,0.14891850005369633
12,DBScan,Trip Advisor,10,2.0,17,,0.14962520002154633
177,DBScan,Trip Advisor,10,2.7000000000000006,7,,0.1497399000218138
235,DBScan,Trip Advisor,10,2.900000000000001,15,,0.149790600000415
128,DBScan,Trip Advisor,10,2.5000000000000004,8,,0.15042890002951026
11,DBScan,Trip Advisor,10,2.0,16,,0.15114510001149029
157,DBScan,Trip Advisor,10,2.6000000000000005,12,,0.15136119996896014
150,DBScan,Trip Advisor,10,2.6000000000000005,5,,0.1514102999935858
952,DBScan,Trip Advisor,10,5.800000000000003,7,,0.15148840000620112
54,DBScan,Trip Advisor,10,2.2,9,,0.1522722999798134
195,DBScan,Trip Advisor,10,2.7000000000000006,25,,0.15286339999875054
98,DBScan,Trip Advisor,10,2.3000000000000003,28,,0.15317409997805953
474,DBScan,Trip Advisor,10,3.8000000000000016,29,,0.15326229995116591
265,DBScan,Trip Advisor,10,3.000000000000001,20,,0.15337909996742383
329,DBScan,Trip Advisor,10,3.300000000000001,9,,0.1533845000085421
95,DBScan,Trip Advisor,10,2.3000000000000003,25,,0.15398699999786913
496,DBScan,Trip Advisor,10,3.9000000000000017,26,,0.15416919998824596
55,DBScan,Trip Advisor,10,2.2,10,,0.1543503000284545
58,DBScan,Trip Advisor,10,2.2,13,,0.15447859995765612
146,DBScan,Trip Advisor,10,2.5000000000000004,26,,0.1551945999963209
178,DBScan,Trip Advisor,10,2.7000000000000006,8,,0.15551319997757673
120,DBScan,Trip Advisor,10,2.4000000000000004,25,,0.15553089999593794
308,DBScan,Trip Advisor,10,3.200000000000001,13,,0.1555594999808818
57,DBScan,Trip Advisor,10,2.2,12,,0.15565019997302443
5,DBScan,Trip Advisor,10,2.0,10,,0.1559092999668792
212,DBScan,Trip Advisor,10,2.8000000000000007,17,,0.15649959997972474
229,DBScan,Trip Advisor,10,2.900000000000001,9,,0.15650160005316138
220,DBScan,Trip Advisor,10,2.8000000000000007,25,,0.15758050000295043
309,DBScan,Trip Advisor,10,3.200000000000001,14,,0.15788389998488128
287,DBScan,Trip Advisor,10,3.100000000000001,17,,0.15799729997524992
28,DBScan,Trip Advisor,10,2.1,8,,0.15861119999317452
125,DBScan,Trip Advisor,10,2.5000000000000004,5,,0.15875130001222715
97,DBScan,Trip Advisor,10,2.3000000000000003,27,,0.1588863999932073
472,DBScan,Trip Advisor,10,3.8000000000000016,27,,0.15939579997211695
124,DBScan,Trip Advisor,10,2.4000000000000004,29,,0.15955320000648499
132,DBScan,Trip Advisor,10,2.5000000000000004,12,,0.15963530004955828
91,DBScan,Trip Advisor,10,2.3000000000000003,21,,0.16144759999588132
479,DBScan,Trip Advisor,10,3.9000000000000017,9,,0.16173190000699833
85,DBScan,Trip Advisor,10,2.3000000000000003,15,,0.1628418000182137
292,DBScan,Trip Advisor,10,3.100000000000001,22,,0.16411809995770454
285,DBScan,Trip Advisor,10,3.100000000000001,15,,0.1643233000067994
36,DBScan,Trip Advisor,10,2.1,16,,0.16435759997693822
495,DBScan,Trip Advisor,10,3.9000000000000017,25,,0.16439509997144341
268,DBScan,Trip Advisor,10,3.000000000000001,23,,0.1650513000204228
196,DBScan,Trip Advisor,10,2.7000000000000006,26,,0.16509809996932745
99,DBScan,Trip Advisor,10,2.3000000000000003,29,,0.16549970000050962
127,DBScan,Trip Advisor,10,2.5000000000000004,7,,0.16556900000432506
473,DBScan,Trip Advisor,10,3.8000000000000016,28,,0.1667720999685116
122,DBScan,Trip Advisor,10,2.4000000000000004,27,,0.16720629995688796
83,DBScan,Trip Advisor,10,2.3000000000000003,13,,0.16761120001319796
160,DBScan,Trip Advisor,10,2.6000000000000005,15,,0.16824930004077032
82,DBScan,Trip Advisor,10,2.3000000000000003,12,,0.16876050003338605
77,DBScan,Trip Advisor,10,2.3000000000000003,7,,0.17148050002288073
4,DBScan,Trip Advisor,10,2.0,9,,0.17170300002908334
141,DBScan,Trip Advisor,10,2.5000000000000004,21,,0.17351299995789304
101,DBScan,Trip Advisor,10,2.4000000000000004,6,,0.17524800001410767
197,DBScan,Trip Advisor,10,2.7000000000000006,27,,0.17544690001523122
52,DBScan,Trip Advisor,10,2.2,7,,0.17617210000753403
81,DBScan,Trip Advisor,10,2.3000000000000003,11,,0.1794938999810256
123,DBScan,Trip Advisor,10,2.4000000000000004,28,,0.179805799969472
139,DBScan,Trip Advisor,10,2.5000000000000004,19,,0.18003920000046492
90,DBScan,Trip Advisor,10,2.3000000000000003,20,,0.18074239999987185
88,DBScan,Trip Advisor,10,2.3000000000000003,18,,0.18142510001780465
121,DBScan,Trip Advisor,10,2.4000000000000004,26,,0.1826676000491716
119,DBScan,Trip Advisor,10,2.4000000000000004,24,,0.18968120001954958
175,DBScan,Trip Advisor,10,2.7000000000000006,5,,0.1913716000271961
86,DBScan,Trip Advisor,10,2.3000000000000003,16,,0.19332540000323206
451,DBScan,Trip Advisor,10,3.8000000000000016,6,,0.19527970004128292
93,DBScan,Trip Advisor,10,2.3000000000000003,23,,0.1954877999960445
87,DBScan,Trip Advisor,10,2.3000000000000003,17,,0.19718309998279437
126,DBScan,Trip Advisor,10,2.5000000000000004,6,,0.20186550001380965
1,DBScan,Trip Advisor,10,2.0,6,,0.20484630001010373
94,DBScan,Trip Advisor,10,2.3000000000000003,24,,0.20570340001722798
140,DBScan,Trip Advisor,10,2.5000000000000004,20,,0.20775840000715107
286,DBScan,Trip Advisor,10,3.100000000000001,16,,0.21449009998468682
78,DBScan,Trip Advisor,10,2.3000000000000003,8,,0.22066210000775754
92,DBScan,Trip Advisor,10,2.3000000000000003,22,,0.22088660002918914
176,DBScan,Trip Advisor,10,2.7000000000000006,6,,0.22102429997175932
267,DBScan,Trip Advisor,10,3.000000000000001,22,,0.2757763999979943
0,DBScan,Trip Advisor,10,2.0,5,,0.4279306000098586
