,Algorithm,Dataset,n_clusters,Alpha,Multiplo,Precision,Silhouette,Execution Time
2790,IMCKDE,Trip Advisor,2,3.499999999999999,2.5,,,
2791,IMCKDE,Trip Advisor,3,3.499999999999999,2.5,,,
2792,IMCKDE,Trip Advisor,4,3.499999999999999,2.5,,,
2793,IMCKDE,Trip Advisor,5,3.499999999999999,2.5,,,
2794,IMCKDE,Trip Advisor,6,3.499999999999999,2.5,,,
2795,IMCKDE,Trip Advisor,7,3.499999999999999,2.5,,,
2796,IMCKDE,Trip Advisor,8,3.499999999999999,2.5,,,
2797,IMCKDE,Trip Advisor,9,3.499999999999999,2.5,,,
2798,IMCKDE,Trip Advisor,10,3.499999999999999,2.5,,,
2799,IMCKDE,Trip Advisor,2,3.599999999999999,2.5,,,
2800,IMCKDE,Trip Advisor,3,3.599999999999999,2.5,,,
2801,IMCKDE,Trip Advisor,4,3.599999999999999,2.5,,,
2802,IMCKDE,Trip Advisor,5,3.599999999999999,2.5,,,
2803,IMCKDE,Trip Advisor,6,3.599999999999999,2.5,,,
2804,IMCKDE,Trip Advisor,7,3.599999999999999,2.5,,,
2805,IMCKDE,Trip Advisor,8,3.599999999999999,2.5,,,
2806,IMCKDE,Trip Advisor,9,3.599999999999999,2.5,,,
2807,IMCKDE,Trip Advisor,10,3.599999999999999,2.5,,,
2808,IMCKDE,Trip Advisor,2,3.6999999999999993,2.5,,,
2809,IMCKDE,Trip Advisor,3,3.6999999999999993,2.5,,,
2810,IMCKDE,Trip Advisor,4,3.6999999999999993,2.5,,,
2811,IMCKDE,Trip Advisor,5,3.6999999999999993,2.5,,,
2812,IMCKDE,Trip Advisor,6,3.6999999999999993,2.5,,,
2813,IMCKDE,Trip Advisor,7,3.6999999999999993,2.5,,,
2814,IMCKDE,Trip Advisor,8,3.6999999999999993,2.5,,,
2815,IMCKDE,Trip Advisor,9,3.6999999999999993,2.5,,,
2816,IMCKDE,Trip Advisor,10,3.6999999999999993,2.5,,,
2817,IMCKDE,Trip Advisor,2,3.7999999999999994,2.5,,,
2818,IMCKDE,Trip Advisor,3,3.7999999999999994,2.5,,,
2819,IMCKDE,Trip Advisor,4,3.7999999999999994,2.5,,,
2820,IMCKDE,Trip Advisor,5,3.7999999999999994,2.5,,,
2821,IMCKDE,Trip Advisor,6,3.7999999999999994,2.5,,,
2822,IMCKDE,Trip Advisor,7,3.7999999999999994,2.5,,,
2823,IMCKDE,Trip Advisor,8,3.7999999999999994,2.5,,,
2824,IMCKDE,Trip Advisor,9,3.7999999999999994,2.5,,,
2825,IMCKDE,Trip Advisor,10,3.7999999999999994,2.5,,,
2826,IMCKDE,Trip Advisor,2,3.8999999999999995,2.5,,,
2827,IMCKDE,Trip Advisor,3,3.8999999999999995,2.5,,,
2828,IMCKDE,Trip Advisor,4,3.8999999999999995,2.5,,,
2829,IMCKDE,Trip Advisor,5,3.8999999999999995,2.5,,,
2830,IMCKDE,Trip Advisor,6,3.8999999999999995,2.5,,,
2831,IMCKDE,Trip Advisor,7,3.8999999999999995,2.5,,,
2832,IMCKDE,Trip Advisor,8,3.8999999999999995,2.5,,,
2833,IMCKDE,Trip Advisor,9,3.8999999999999995,2.5,,,
2834,IMCKDE,Trip Advisor,10,3.8999999999999995,2.5,,,
2835,IMCKDE,Trip Advisor,2,3.999999999999999,2.5,,,
2836,IMCKDE,Trip Advisor,3,3.999999999999999,2.5,,,
2837,IMCKDE,Trip Advisor,4,3.999999999999999,2.5,,,
2838,IMCKDE,Trip Advisor,5,3.999999999999999,2.5,,,
2839,IMCKDE,Trip Advisor,6,3.999999999999999,2.5,,,
2840,IMCKDE,Trip Advisor,7,3.999999999999999,2.5,,,
2841,IMCKDE,Trip Advisor,8,3.999999999999999,2.5,,,
2842,IMCKDE,Trip Advisor,9,3.999999999999999,2.5,,,
2843,IMCKDE,Trip Advisor,10,3.999999999999999,2.5,,,
2844,IMCKDE,Trip Advisor,2,4.1,2.5,,,
2845,IMCKDE,Trip Advisor,3,4.1,2.5,,,
2846,IMCKDE,Trip Advisor,4,4.1,2.5,,,
2847,IMCKDE,Trip Advisor,5,4.1,2.5,,,
2848,IMCKDE,Trip Advisor,6,4.1,2.5,,,
2849,IMCKDE,Trip Advisor,7,4.1,2.5,,,
2850,IMCKDE,Trip Advisor,8,4.1,2.5,,,
2851,IMCKDE,Trip Advisor,9,4.1,2.5,,,
2852,IMCKDE,Trip Advisor,10,4.1,2.5,,,
2853,IMCKDE,Trip Advisor,2,4.199999999999999,2.5,,,
2854,IMCKDE,Trip Advisor,3,4.199999999999999,2.5,,,
2855,IMCKDE,Trip Advisor,4,4.199999999999999,2.5,,,
2856,IMCKDE,Trip Advisor,5,4.199999999999999,2.5,,,
2857,IMCKDE,Trip Advisor,6,4.199999999999999,2.5,,,
2858,IMCKDE,Trip Advisor,7,4.199999999999999,2.5,,,
2859,IMCKDE,Trip Advisor,8,4.199999999999999,2.5,,,
2860,IMCKDE,Trip Advisor,9,4.199999999999999,2.5,,,
2861,IMCKDE,Trip Advisor,10,4.199999999999999,2.5,,,
2862,IMCKDE,Trip Advisor,2,4.299999999999999,2.5,,,
2863,IMCKDE,Trip Advisor,3,4.299999999999999,2.5,,,
2864,IMCKDE,Trip Advisor,4,4.299999999999999,2.5,,,
2865,IMCKDE,Trip Advisor,5,4.299999999999999,2.5,,,
2866,IMCKDE,Trip Advisor,6,4.299999999999999,2.5,,,
2867,IMCKDE,Trip Advisor,7,4.299999999999999,2.5,,,
2868,IMCKDE,Trip Advisor,8,4.299999999999999,2.5,,,
2869,IMCKDE,Trip Advisor,9,4.299999999999999,2.5,,,
2870,IMCKDE,Trip Advisor,10,4.299999999999999,2.5,,,
2871,IMCKDE,Trip Advisor,2,4.399999999999999,2.5,,,
2872,IMCKDE,Trip Advisor,3,4.399999999999999,2.5,,,
2873,IMCKDE,Trip Advisor,4,4.399999999999999,2.5,,,
2874,IMCKDE,Trip Advisor,5,4.399999999999999,2.5,,,
2875,IMCKDE,Trip Advisor,6,4.399999999999999,2.5,,,
2876,IMCKDE,Trip Advisor,7,4.399999999999999,2.5,,,
2877,IMCKDE,Trip Advisor,8,4.399999999999999,2.5,,,
2878,IMCKDE,Trip Advisor,9,4.399999999999999,2.5,,,
2879,IMCKDE,Trip Advisor,10,4.399999999999999,2.5,,,
2880,IMCKDE,Trip Advisor,2,4.499999999999999,2.5,,,
2881,IMCKDE,Trip Advisor,3,4.499999999999999,2.5,,,
2882,IMCKDE,Trip Advisor,4,4.499999999999999,2.5,,,
2883,IMCKDE,Trip Advisor,5,4.499999999999999,2.5,,,
2884,IMCKDE,Trip Advisor,6,4.499999999999999,2.5,,,
2885,IMCKDE,Trip Advisor,7,4.499999999999999,2.5,,,
2886,IMCKDE,Trip Advisor,8,4.499999999999999,2.5,,,
2887,IMCKDE,Trip Advisor,9,4.499999999999999,2.5,,,
2888,IMCKDE,Trip Advisor,10,4.499999999999999,2.5,,,
2889,IMCKDE,Trip Advisor,2,4.599999999999999,2.5,,,
2890,IMCKDE,Trip Advisor,3,4.599999999999999,2.5,,,
2891,IMCKDE,Trip Advisor,4,4.599999999999999,2.5,,,
2892,IMCKDE,Trip Advisor,5,4.599999999999999,2.5,,,
2893,IMCKDE,Trip Advisor,6,4.599999999999999,2.5,,,
2894,IMCKDE,Trip Advisor,7,4.599999999999999,2.5,,,
2895,IMCKDE,Trip Advisor,8,4.599999999999999,2.5,,,
2896,IMCKDE,Trip Advisor,9,4.599999999999999,2.5,,,
2897,IMCKDE,Trip Advisor,10,4.599999999999999,2.5,,,
2898,IMCKDE,Trip Advisor,2,4.699999999999999,2.5,,,
2899,IMCKDE,Trip Advisor,3,4.699999999999999,2.5,,,
2900,IMCKDE,Trip Advisor,4,4.699999999999999,2.5,,,
2901,IMCKDE,Trip Advisor,5,4.699999999999999,2.5,,,
2902,IMCKDE,Trip Advisor,6,4.699999999999999,2.5,,,
2903,IMCKDE,Trip Advisor,7,4.699999999999999,2.5,,,
2904,IMCKDE,Trip Advisor,8,4.699999999999999,2.5,,,
2905,IMCKDE,Trip Advisor,9,4.699999999999999,2.5,,,
2906,IMCKDE,Trip Advisor,10,4.699999999999999,2.5,,,
2907,IMCKDE,Trip Advisor,2,4.799999999999999,2.5,,,
2908,IMCKDE,Trip Advisor,3,4.799999999999999,2.5,,,
2909,IMCKDE,Trip Advisor,4,4.799999999999999,2.5,,,
2910,IMCKDE,Trip Advisor,5,4.799999999999999,2.5,,,
2911,IMCKDE,Trip Advisor,6,4.799999999999999,2.5,,,
2912,IMCKDE,Trip Advisor,7,4.799999999999999,2.5,,,
2913,IMCKDE,Trip Advisor,8,4.799999999999999,2.5,,,
2914,IMCKDE,Trip Advisor,9,4.799999999999999,2.5,,,
2915,IMCKDE,Trip Advisor,10,4.799999999999999,2.5,,,
2916,IMCKDE,Trip Advisor,2,4.899999999999999,2.5,,,
2917,IMCKDE,Trip Advisor,3,4.899999999999999,2.5,,,
2918,IMCKDE,Trip Advisor,4,4.899999999999999,2.5,,,
2919,IMCKDE,Trip Advisor,5,4.899999999999999,2.5,,,
2920,IMCKDE,Trip Advisor,6,4.899999999999999,2.5,,,
2921,IMCKDE,Trip Advisor,7,4.899999999999999,2.5,,,
2922,IMCKDE,Trip Advisor,8,4.899999999999999,2.5,,,
2923,IMCKDE,Trip Advisor,9,4.899999999999999,2.5,,,
2924,IMCKDE,Trip Advisor,10,4.899999999999999,2.5,,,
2925,IMCKDE,Trip Advisor,2,4.999999999999999,2.5,,,
2926,IMCKDE,Trip Advisor,3,4.999999999999999,2.5,,,
2927,IMCKDE,Trip Advisor,4,4.999999999999999,2.5,,,
2928,IMCKDE,Trip Advisor,5,4.999999999999999,2.5,,,
2929,IMCKDE,Trip Advisor,6,4.999999999999999,2.5,,,
2930,IMCKDE,Trip Advisor,7,4.999999999999999,2.5,,,
2931,IMCKDE,Trip Advisor,8,4.999999999999999,2.5,,,
2932,IMCKDE,Trip Advisor,9,4.999999999999999,2.5,,,
2933,IMCKDE,Trip Advisor,10,4.999999999999999,2.5,,,
2934,IMCKDE,Trip Advisor,2,5.099999999999999,2.5,,,
2935,IMCKDE,Trip Advisor,3,5.099999999999999,2.5,,,
2936,IMCKDE,Trip Advisor,4,5.099999999999999,2.5,,,
2937,IMCKDE,Trip Advisor,5,5.099999999999999,2.5,,,
2938,IMCKDE,Trip Advisor,6,5.099999999999999,2.5,,,
2939,IMCKDE,Trip Advisor,7,5.099999999999999,2.5,,,
2940,IMCKDE,Trip Advisor,8,5.099999999999999,2.5,,,
2941,IMCKDE,Trip Advisor,9,5.099999999999999,2.5,,,
2942,IMCKDE,Trip Advisor,10,5.099999999999999,2.5,,,
2943,IMCKDE,Trip Advisor,2,5.199999999999999,2.5,,,
2944,IMCKDE,Trip Advisor,3,5.199999999999999,2.5,,,
2945,IMCKDE,Trip Advisor,4,5.199999999999999,2.5,,,
2946,IMCKDE,Trip Advisor,5,5.199999999999999,2.5,,,
2947,IMCKDE,Trip Advisor,6,5.199999999999999,2.5,,,
2948,IMCKDE,Trip Advisor,7,5.199999999999999,2.5,,,
2949,IMCKDE,Trip Advisor,8,5.199999999999999,2.5,,,
2950,IMCKDE,Trip Advisor,9,5.199999999999999,2.5,,,
2951,IMCKDE,Trip Advisor,10,5.199999999999999,2.5,,,
2952,IMCKDE,Trip Advisor,2,5.299999999999999,2.5,,,
2953,IMCKDE,Trip Advisor,3,5.299999999999999,2.5,,,
2954,IMCKDE,Trip Advisor,4,5.299999999999999,2.5,,,
2955,IMCKDE,Trip Advisor,5,5.299999999999999,2.5,,,
2956,IMCKDE,Trip Advisor,6,5.299999999999999,2.5,,,
2957,IMCKDE,Trip Advisor,7,5.299999999999999,2.5,,,
2958,IMCKDE,Trip Advisor,8,5.299999999999999,2.5,,,
2959,IMCKDE,Trip Advisor,9,5.299999999999999,2.5,,,
2960,IMCKDE,Trip Advisor,10,5.299999999999999,2.5,,,
2961,IMCKDE,Trip Advisor,2,5.399999999999999,2.5,,,
2962,IMCKDE,Trip Advisor,3,5.399999999999999,2.5,,,
2963,IMCKDE,Trip Advisor,4,5.399999999999999,2.5,,,
2964,IMCKDE,Trip Advisor,5,5.399999999999999,2.5,,,
2965,IMCKDE,Trip Advisor,6,5.399999999999999,2.5,,,
2966,IMCKDE,Trip Advisor,7,5.399999999999999,2.5,,,
2967,IMCKDE,Trip Advisor,8,5.399999999999999,2.5,,,
2968,IMCKDE,Trip Advisor,9,5.399999999999999,2.5,,,
2969,IMCKDE,Trip Advisor,10,5.399999999999999,2.5,,,
2970,IMCKDE,Trip Advisor,2,5.499999999999999,2.5,,,
2971,IMCKDE,Trip Advisor,3,5.499999999999999,2.5,,,
2972,IMCKDE,Trip Advisor,4,5.499999999999999,2.5,,,
2973,IMCKDE,Trip Advisor,5,5.499999999999999,2.5,,,
2974,IMCKDE,Trip Advisor,6,5.499999999999999,2.5,,,
2975,IMCKDE,Trip Advisor,7,5.499999999999999,2.5,,,
2976,IMCKDE,Trip Advisor,8,5.499999999999999,2.5,,,
2977,IMCKDE,Trip Advisor,9,5.499999999999999,2.5,,,
2978,IMCKDE,Trip Advisor,10,5.499999999999999,2.5,,,
2979,IMCKDE,Trip Advisor,2,5.599999999999999,2.5,,,
2980,IMCKDE,Trip Advisor,3,5.599999999999999,2.5,,,
2981,IMCKDE,Trip Advisor,4,5.599999999999999,2.5,,,
2982,IMCKDE,Trip Advisor,5,5.599999999999999,2.5,,,
2983,IMCKDE,Trip Advisor,6,5.599999999999999,2.5,,,
2984,IMCKDE,Trip Advisor,7,5.599999999999999,2.5,,,
2985,IMCKDE,Trip Advisor,8,5.599999999999999,2.5,,,
2986,IMCKDE,Trip Advisor,9,5.599999999999999,2.5,,,
2987,IMCKDE,Trip Advisor,10,5.599999999999999,2.5,,,
2988,IMCKDE,Trip Advisor,2,5.699999999999999,2.5,,,
2989,IMCKDE,Trip Advisor,3,5.699999999999999,2.5,,,
2990,IMCKDE,Trip Advisor,4,5.699999999999999,2.5,,,
2991,IMCKDE,Trip Advisor,5,5.699999999999999,2.5,,,
2992,IMCKDE,Trip Advisor,6,5.699999999999999,2.5,,,
2993,IMCKDE,Trip Advisor,7,5.699999999999999,2.5,,,
2994,IMCKDE,Trip Advisor,8,5.699999999999999,2.5,,,
2995,IMCKDE,Trip Advisor,9,5.699999999999999,2.5,,,
2996,IMCKDE,Trip Advisor,10,5.699999999999999,2.5,,,
2997,IMCKDE,Trip Advisor,2,5.799999999999999,2.5,,,
2998,IMCKDE,Trip Advisor,3,5.799999999999999,2.5,,,
2999,IMCKDE,Trip Advisor,4,5.799999999999999,2.5,,,
3000,IMCKDE,Trip Advisor,5,5.799999999999999,2.5,,,
3001,IMCKDE,Trip Advisor,6,5.799999999999999,2.5,,,
3002,IMCKDE,Trip Advisor,7,5.799999999999999,2.5,,,
3003,IMCKDE,Trip Advisor,8,5.799999999999999,2.5,,,
3004,IMCKDE,Trip Advisor,9,5.799999999999999,2.5,,,
3005,IMCKDE,Trip Advisor,10,5.799999999999999,2.5,,,
3006,IMCKDE,Trip Advisor,2,5.899999999999999,2.5,,,
3007,IMCKDE,Trip Advisor,3,5.899999999999999,2.5,,,
3008,IMCKDE,Trip Advisor,4,5.899999999999999,2.5,,,
3009,IMCKDE,Trip Advisor,5,5.899999999999999,2.5,,,
3010,IMCKDE,Trip Advisor,6,5.899999999999999,2.5,,,
3011,IMCKDE,Trip Advisor,7,5.899999999999999,2.5,,,
3012,IMCKDE,Trip Advisor,8,5.899999999999999,2.5,,,
3013,IMCKDE,Trip Advisor,9,5.899999999999999,2.5,,,
3014,IMCKDE,Trip Advisor,10,5.899999999999999,2.5,,,
3015,IMCKDE,Trip Advisor,2,5.999999999999999,2.5,,,
3016,IMCKDE,Trip Advisor,3,5.999999999999999,2.5,,,
3017,IMCKDE,Trip Advisor,4,5.999999999999999,2.5,,,
3018,IMCKDE,Trip Advisor,5,5.999999999999999,2.5,,,
3019,IMCKDE,Trip Advisor,6,5.999999999999999,2.5,,,
3020,IMCKDE,Trip Advisor,7,5.999999999999999,2.5,,,
3021,IMCKDE,Trip Advisor,8,5.999999999999999,2.5,,,
3022,IMCKDE,Trip Advisor,9,5.999999999999999,2.5,,,
3023,IMCKDE,Trip Advisor,10,5.999999999999999,2.5,,,
3024,IMCKDE,Trip Advisor,2,6.099999999999999,2.5,,,
3025,IMCKDE,Trip Advisor,3,6.099999999999999,2.5,,,
3026,IMCKDE,Trip Advisor,4,6.099999999999999,2.5,,,
3027,IMCKDE,Trip Advisor,5,6.099999999999999,2.5,,,
3028,IMCKDE,Trip Advisor,6,6.099999999999999,2.5,,,
3029,IMCKDE,Trip Advisor,7,6.099999999999999,2.5,,,
3030,IMCKDE,Trip Advisor,8,6.099999999999999,2.5,,,
3031,IMCKDE,Trip Advisor,9,6.099999999999999,2.5,,,
3032,IMCKDE,Trip Advisor,10,6.099999999999999,2.5,,,
3033,IMCKDE,Trip Advisor,2,6.199999999999998,2.5,,,
3034,IMCKDE,Trip Advisor,3,6.199999999999998,2.5,,,
3035,IMCKDE,Trip Advisor,4,6.199999999999998,2.5,,,
3036,IMCKDE,Trip Advisor,5,6.199999999999998,2.5,,,
3037,IMCKDE,Trip Advisor,6,6.199999999999998,2.5,,,
3038,IMCKDE,Trip Advisor,7,6.199999999999998,2.5,,,
3039,IMCKDE,Trip Advisor,8,6.199999999999998,2.5,,,
3040,IMCKDE,Trip Advisor,9,6.199999999999998,2.5,,,
3041,IMCKDE,Trip Advisor,10,6.199999999999998,2.5,,,
3042,IMCKDE,Trip Advisor,2,6.299999999999999,2.5,,,
3043,IMCKDE,Trip Advisor,3,6.299999999999999,2.5,,,
3044,IMCKDE,Trip Advisor,4,6.299999999999999,2.5,,,
3045,IMCKDE,Trip Advisor,5,6.299999999999999,2.5,,,
3046,IMCKDE,Trip Advisor,6,6.299999999999999,2.5,,,
3047,IMCKDE,Trip Advisor,7,6.299999999999999,2.5,,,
3048,IMCKDE,Trip Advisor,8,6.299999999999999,2.5,,,
3049,IMCKDE,Trip Advisor,9,6.299999999999999,2.5,,,
3050,IMCKDE,Trip Advisor,10,6.299999999999999,2.5,,,
3051,IMCKDE,Trip Advisor,2,6.399999999999999,2.5,,,
3052,IMCKDE,Trip Advisor,3,6.399999999999999,2.5,,,
3053,IMCKDE,Trip Advisor,4,6.399999999999999,2.5,,,
3054,IMCKDE,Trip Advisor,5,6.399999999999999,2.5,,,
3055,IMCKDE,Trip Advisor,6,6.399999999999999,2.5,,,
3056,IMCKDE,Trip Advisor,7,6.399999999999999,2.5,,,
3057,IMCKDE,Trip Advisor,8,6.399999999999999,2.5,,,
3058,IMCKDE,Trip Advisor,9,6.399999999999999,2.5,,,
3059,IMCKDE,Trip Advisor,10,6.399999999999999,2.5,,,
3060,IMCKDE,Trip Advisor,2,6.499999999999998,2.5,,,
3061,IMCKDE,Trip Advisor,3,6.499999999999998,2.5,,,
3062,IMCKDE,Trip Advisor,4,6.499999999999998,2.5,,,
3063,IMCKDE,Trip Advisor,5,6.499999999999998,2.5,,,
3064,IMCKDE,Trip Advisor,6,6.499999999999998,2.5,,,
3065,IMCKDE,Trip Advisor,7,6.499999999999998,2.5,,,
3066,IMCKDE,Trip Advisor,8,6.499999999999998,2.5,,,
3067,IMCKDE,Trip Advisor,9,6.499999999999998,2.5,,,
3068,IMCKDE,Trip Advisor,10,6.499999999999998,2.5,,,
3069,IMCKDE,Trip Advisor,2,6.599999999999999,2.5,,,
3070,IMCKDE,Trip Advisor,3,6.599999999999999,2.5,,,
3071,IMCKDE,Trip Advisor,4,6.599999999999999,2.5,,,
3072,IMCKDE,Trip Advisor,5,6.599999999999999,2.5,,,
3073,IMCKDE,Trip Advisor,6,6.599999999999999,2.5,,,
3074,IMCKDE,Trip Advisor,7,6.599999999999999,2.5,,,
3075,IMCKDE,Trip Advisor,8,6.599999999999999,2.5,,,
3076,IMCKDE,Trip Advisor,9,6.599999999999999,2.5,,,
3077,IMCKDE,Trip Advisor,10,6.599999999999999,2.5,,,
3078,IMCKDE,Trip Advisor,2,6.699999999999998,2.5,,,
3079,IMCKDE,Trip Advisor,3,6.699999999999998,2.5,,,
3080,IMCKDE,Trip Advisor,4,6.699999999999998,2.5,,,
3081,IMCKDE,Trip Advisor,5,6.699999999999998,2.5,,,
3082,IMCKDE,Trip Advisor,6,6.699999999999998,2.5,,,
3083,IMCKDE,Trip Advisor,7,6.699999999999998,2.5,,,
3084,IMCKDE,Trip Advisor,8,6.699999999999998,2.5,,,
3085,IMCKDE,Trip Advisor,9,6.699999999999998,2.5,,,
3086,IMCKDE,Trip Advisor,10,6.699999999999998,2.5,,,
3087,IMCKDE,Trip Advisor,2,6.799999999999999,2.5,,,
3088,IMCKDE,Trip Advisor,3,6.799999999999999,2.5,,,
3089,IMCKDE,Trip Advisor,4,6.799999999999999,2.5,,,
3090,IMCKDE,Trip Advisor,5,6.799999999999999,2.5,,,
3091,IMCKDE,Trip Advisor,6,6.799999999999999,2.5,,,
3092,IMCKDE,Trip Advisor,7,6.799999999999999,2.5,,,
3093,IMCKDE,Trip Advisor,8,6.799999999999999,2.5,,,
3094,IMCKDE,Trip Advisor,9,6.799999999999999,2.5,,,
3095,IMCKDE,Trip Advisor,10,6.799999999999999,2.5,,,
3096,IMCKDE,Trip Advisor,2,6.899999999999999,2.5,,,
3097,IMCKDE,Trip Advisor,3,6.899999999999999,2.5,,,
3098,IMCKDE,Trip Advisor,4,6.899999999999999,2.5,,,
3099,IMCKDE,Trip Advisor,5,6.899999999999999,2.5,,,
3100,IMCKDE,Trip Advisor,6,6.899999999999999,2.5,,,
3101,IMCKDE,Trip Advisor,7,6.899999999999999,2.5,,,
3102,IMCKDE,Trip Advisor,8,6.899999999999999,2.5,,,
3103,IMCKDE,Trip Advisor,9,6.899999999999999,2.5,,,
3104,IMCKDE,Trip Advisor,10,6.899999999999999,2.5,,,
3105,IMCKDE,Trip Advisor,2,6.999999999999998,2.5,,,
3106,IMCKDE,Trip Advisor,3,6.999999999999998,2.5,,,
3107,IMCKDE,Trip Advisor,4,6.999999999999998,2.5,,,
3108,IMCKDE,Trip Advisor,5,6.999999999999998,2.5,,,
3109,IMCKDE,Trip Advisor,6,6.999999999999998,2.5,,,
3110,IMCKDE,Trip Advisor,7,6.999999999999998,2.5,,,
3111,IMCKDE,Trip Advisor,8,6.999999999999998,2.5,,,
3112,IMCKDE,Trip Advisor,9,6.999999999999998,2.5,,,
3113,IMCKDE,Trip Advisor,10,6.999999999999998,2.5,,,
3114,IMCKDE,Trip Advisor,2,7.099999999999999,2.5,,,
3115,IMCKDE,Trip Advisor,3,7.099999999999999,2.5,,,
3116,IMCKDE,Trip Advisor,4,7.099999999999999,2.5,,,
3117,IMCKDE,Trip Advisor,5,7.099999999999999,2.5,,,
3118,IMCKDE,Trip Advisor,6,7.099999999999999,2.5,,,
3119,IMCKDE,Trip Advisor,7,7.099999999999999,2.5,,,
3120,IMCKDE,Trip Advisor,8,7.099999999999999,2.5,,,
3121,IMCKDE,Trip Advisor,9,7.099999999999999,2.5,,,
3122,IMCKDE,Trip Advisor,10,7.099999999999999,2.5,,,
3123,IMCKDE,Trip Advisor,2,7.199999999999998,2.5,,,
3124,IMCKDE,Trip Advisor,3,7.199999999999998,2.5,,,
3125,IMCKDE,Trip Advisor,4,7.199999999999998,2.5,,,
3126,IMCKDE,Trip Advisor,5,7.199999999999998,2.5,,,
3127,IMCKDE,Trip Advisor,6,7.199999999999998,2.5,,,
3128,IMCKDE,Trip Advisor,7,7.199999999999998,2.5,,,
3129,IMCKDE,Trip Advisor,8,7.199999999999998,2.5,,,
3130,IMCKDE,Trip Advisor,9,7.199999999999998,2.5,,,
3131,IMCKDE,Trip Advisor,10,7.199999999999998,2.5,,,
3132,IMCKDE,Trip Advisor,2,7.299999999999999,2.5,,,
3133,IMCKDE,Trip Advisor,3,7.299999999999999,2.5,,,
3134,IMCKDE,Trip Advisor,4,7.299999999999999,2.5,,,
3135,IMCKDE,Trip Advisor,5,7.299999999999999,2.5,,,
3136,IMCKDE,Trip Advisor,6,7.299999999999999,2.5,,,
3137,IMCKDE,Trip Advisor,7,7.299999999999999,2.5,,,
3138,IMCKDE,Trip Advisor,8,7.299999999999999,2.5,,,
3139,IMCKDE,Trip Advisor,9,7.299999999999999,2.5,,,
3140,IMCKDE,Trip Advisor,10,7.299999999999999,2.5,,,
3141,IMCKDE,Trip Advisor,2,7.399999999999999,2.5,,,
3142,IMCKDE,Trip Advisor,3,7.399999999999999,2.5,,,
3143,IMCKDE,Trip Advisor,4,7.399999999999999,2.5,,,
3144,IMCKDE,Trip Advisor,5,7.399999999999999,2.5,,,
3145,IMCKDE,Trip Advisor,6,7.399999999999999,2.5,,,
3146,IMCKDE,Trip Advisor,7,7.399999999999999,2.5,,,
3147,IMCKDE,Trip Advisor,8,7.399999999999999,2.5,,,
3148,IMCKDE,Trip Advisor,9,7.399999999999999,2.5,,,
3149,IMCKDE,Trip Advisor,10,7.399999999999999,2.5,,,
3150,IMCKDE,Trip Advisor,2,0.5,3.0,,,
3151,IMCKDE,Trip Advisor,3,0.5,3.0,,,
3152,IMCKDE,Trip Advisor,4,0.5,3.0,,,
3153,IMCKDE,Trip Advisor,5,0.5,3.0,,,
3154,IMCKDE,Trip Advisor,6,0.5,3.0,,,
3155,IMCKDE,Trip Advisor,7,0.5,3.0,,,
3156,IMCKDE,Trip Advisor,8,0.5,3.0,,,
3157,IMCKDE,Trip Advisor,9,0.5,3.0,,,
3158,IMCKDE,Trip Advisor,10,0.5,3.0,,,
3159,IMCKDE,Trip Advisor,2,0.6,3.0,,,
3160,IMCKDE,Trip Advisor,3,0.6,3.0,,,
3161,IMCKDE,Trip Advisor,4,0.6,3.0,,,
3162,IMCKDE,Trip Advisor,5,0.6,3.0,,,
3163,IMCKDE,Trip Advisor,6,0.6,3.0,,,
3164,IMCKDE,Trip Advisor,7,0.6,3.0,,,
3165,IMCKDE,Trip Advisor,8,0.6,3.0,,,
3166,IMCKDE,Trip Advisor,9,0.6,3.0,,,
3167,IMCKDE,Trip Advisor,10,0.6,3.0,,,
3168,IMCKDE,Trip Advisor,2,0.7,3.0,,,
3169,IMCKDE,Trip Advisor,3,0.7,3.0,,,
3170,IMCKDE,Trip Advisor,4,0.7,3.0,,,
3171,IMCKDE,Trip Advisor,5,0.7,3.0,,,
3172,IMCKDE,Trip Advisor,6,0.7,3.0,,,
3173,IMCKDE,Trip Advisor,7,0.7,3.0,,,
3174,IMCKDE,Trip Advisor,8,0.7,3.0,,,
3175,IMCKDE,Trip Advisor,9,0.7,3.0,,,
3176,IMCKDE,Trip Advisor,10,0.7,3.0,,,
3177,IMCKDE,Trip Advisor,2,0.7999999999999999,3.0,,,
3178,IMCKDE,Trip Advisor,3,0.7999999999999999,3.0,,,
3179,IMCKDE,Trip Advisor,4,0.7999999999999999,3.0,,,
3180,IMCKDE,Trip Advisor,5,0.7999999999999999,3.0,,,
3181,IMCKDE,Trip Advisor,6,0.7999999999999999,3.0,,,
3182,IMCKDE,Trip Advisor,7,0.7999999999999999,3.0,,,
3183,IMCKDE,Trip Advisor,8,0.7999999999999999,3.0,,,
3184,IMCKDE,Trip Advisor,9,0.7999999999999999,3.0,,,
3185,IMCKDE,Trip Advisor,10,0.7999999999999999,3.0,,,
3186,IMCKDE,Trip Advisor,2,0.8999999999999999,3.0,,,
3187,IMCKDE,Trip Advisor,3,0.8999999999999999,3.0,,,
3188,IMCKDE,Trip Advisor,4,0.8999999999999999,3.0,,,
3189,IMCKDE,Trip Advisor,5,0.8999999999999999,3.0,,,
3190,IMCKDE,Trip Advisor,6,0.8999999999999999,3.0,,,
